76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
76,837,629.0078,378,100.00
